,BID,Plot,math,dp,implementation,greedy,data structures,sortings,dfs,graphs,trees,constructive algorithms,brute force,strings,binary search,number theory,geometry
1264,260/C," The first line of the input contains two integers n and x (2_____105, 1______), that represent the number of the boxes and the index of the box that got the last ball from Vasya, correspondingly. The second line contains n space-separated integers a1,_2,...,_n, where integer ai (0___i__109, ax__0) represents the number of balls in the box with index i after Vasya completes all the actions. Please, do not use the %lld specifier to read or write 64-bit integers in Ð¡++. It is preferred to use the cin, cout streams or the %I64d specifier.",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1265,260/D," The first line of the input contains a single integer n (2_____105)   the number of nodes in the tree. Next n lines contain pairs of space-separated integers ci, si (0___i__1, 0___i__109), where ci stands for the color of the i-th vertex (0 is for white, 1 is for black), and si represents the sum of values of the edges that are incident to the i-th vertex of the tree that is painted on the board.",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
1266,260/E," The first line contains integer n (9_____105)   the number of cities in Flatland. Next n lines each contain two space-separated integers: xi,_i (-109___i,_i__109)   the coordinates of the i-th city. No two cities are located at the same point. The last line contains nine space-separated integers: .",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1267,264/A," The input consists of only one line. The only line contains the string s (1__|s|__106). Each character in s will be either ""l"" or ""r"".",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1268,267/A," The first line contains the number of pairs n (1_________1000). Then follow n lines, each line contains a pair of positive integers ai,_i (1_____i,__i____109).",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1269,269/C," The first line of input contains two space-separated integers n and m (2_____2Â·105, n-1_____2Â·105), the number of vertices and edges in the graph. The following m lines contain three space-separated integers ai, bi and ci (1___i,_i___, ai___i, 1___i__104), which means that there is an undirected edge from ai to bi with flow volume ci. It is guaranteed that there are no two edges connecting the same vertices; the given graph is connected; a solution always exists.",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1270,269/D," The first line of input contains two space-separated integers n and t (1_____105, 2_____109), the number of the panels excluding the top and the bottom panels, and the height of the wall. Each of the n following lines contain three space-separated integers hi, li and ri (0<_i<_, -109___i<_i__109), the height, left and right ends of the i-th panel segment. It is guaranteed that no two segments share a common point.",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
1271,275/A, The input consists of three rows. Each row contains three integers each between 0 to 100 inclusive. The j-th number in the i-th row is the number of times the j-th light of the i-th row of the grid is pressed.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1272,277/E," The first line contains a single integer n (2_____400)   the number of nodes in the tree. Then follow n lines, two integers per line: xi,_i (|xi|,|yi|__103)   coordinates of the nodes. It is guaranteed that all points are distinct.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1273,279/D," The first line contains integer n (1_____23). The second line contains n space-separated integers a1,_2,...,_n (1___k__109). It is guaranteed that all numbers in the sequence are distinct.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,280/B," The first line contains integer n (1<___105). The second line contains n distinct integers s1,_2,...,_n (1___i__109).",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1275,280/D," The first line contains integer n (1_____105), showing how many numbers the sequence has. The next line contains n integers a1,_2,...,_n (|ai|__500). The third line contains integer m (1_____105)   the number of queries. The next m lines contain the queries in the format, given in the statement. All changing queries fit into limits: 1______, |val|__500. All queries to count the maximum sum of at most k non-intersecting subsegments fit into limits: 1_________, 1_____20. It is guaranteed that the number of the queries to count the maximum sum of at most k non-intersecting subsegments doesn't exceed 10000.",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1276,282/A," The first line contains a single integer n (1_____150)   the number of statements in the programme. Next n lines contain a statement each. Each statement contains exactly one operation (++ or --) and exactly one variable x (denoted as letter Â«XÂ»). Thus, there are no empty statements. The operation and the variable can be written in any order.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1277,283/A," The first line contains a single integer n (1_____2Â·105)   the number of operations. The next n lines describe the operations. Each line will start with an integer ti (1___i__3), denoting the type of the operation (see above). If ti=1, it will be followed by two integers ai,_i (|xi|__103; 1___i). If ti=2, it will be followed by a single integer ki (|ki|__103). If ti=3, it will not be followed by anything. It is guaranteed that all operations are correct (don't touch nonexistent elements) and that there will always be at least one element in the sequence.",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1278,285/C," The first line contains integer n (1_____3Â·105)   the size of the sought permutation. The second line contains n integers a1,_2,...,_n (-109___i__109).",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1279,286/D," The first line contains two space-separated integers n and m (1___,___105)   the number of pairs of tourists and the number of built walls. The next m lines contain three space-separated integers li, ri and ti each (0___i<_i__109, 0___i__109)   the wall ends and the time it appeared. The last line contains n distinct space-separated strictly increasing integers q1,_2,...,_n (0___i__109)   the points of time when pairs of tourists walk. All points of time are given in seconds.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1280,287/A," Four lines contain four characters each: the j-th character of the i-th line equals ""."" if the cell in the i-th row and the j-th column of the square is painted white, and ""#"", if the cell is black.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1281,287/B," The first line contains two space-separated integers n and k (1_____1018, 2_____109). Please, do not use the %lld specifier to read or write 64-bit integers in Ð¡++. It is preferred to use the cin, cout streams or the %I64d specifier.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1282,291/A," The first line contains integer n (1_____103)   the number of secretaries in Polycarpus's corporation. The next line contains n space-separated integers: id1,_d2,...,_dn (0___di__109). Number idi equals the number of the call session of the i-th secretary, if the secretary is talking via Spyke, or zero otherwise. Consider the secretaries indexed from 1 to n in some way.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1283,291/D," The first line contains two space-separated integers n and k (1_____104,1_____20). It is guaranteed that at the given n and k the required sequence of operations exists.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1284,294/B," The first line of the input contains an integer n, (1_____100). Each of the next n lines contains two integers ti and wi denoting the thickness and width of the i-th book correspondingly, (1___i__2,1___i__100).",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1285,294/C," The first line of the input contains two integers n and m where n is the number of lights in the sequence and m is the number of lights which are initially switched on, (1_____1000,1______). The second line contains m distinct integers, each between 1 to n inclusive, denoting the indices of lights which are initially switched on.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1286,294/E," The first line of the input contains an integer n denoting the number of cities in the empire, (2_____5000). The next n-1 lines each contains three integers ai, bi and wi showing that two cities ai and bi are connected using a road of length wi, (1___i,_i___,_i___i,1___i__106).",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1287,295/A," The first line contains integers n, m, k (1___,_,___105). The second line contains n integers: a1,_2,...,_n (0___i__105)   the initial array. Next m lines contain operations, the operation number i is written as three integers: li, ri, di, (1___i___i___), (0___i__105). Next k lines contain the queries, the query number i is written as two integers: xi, yi, (1___i___i___). The numbers in the lines are separated by single spaces.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1288,302/A," The first line contains integers n and m (1___,___2Â·105). The second line contains n integers a1,_2,...,_n (ai=-1,1). Next m lines contain Eugene's queries. The i-th line contains integers li,_i (1___i___i___).",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1289,303/B," The first line contains six integers n,_,_,_,_,_ (1___,___109,0______,0______,1______,1______).",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1290,305/C," The first line contains integer n (1_____105). The second input line contains n space-separated integers a1,_2,...,_n (0___i__2Â·109). It is guaranteed that a1___2__...___n.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
